Song-Name,Singer/Artists,Genre
Dhiktana – 2,"Lata Mangeshkar, S.P. Balasubrahmanyam, Udit Narayan",Dance
Pinky,"Mamta Sharma, Meet Bros Anjjan",Dance
Mujhe Kitna Pyar Hai Tumse,"Lata Mangeshkar, Mohammed Rafi",Romantic
The Disco Song (Remix),"Benny Dayal, Salim Merchant, Shahid Mallaya, Sunidhu Chauhan, Udit Narayan",Dance
Yeh Ishq Hai Gunah,"Sukhwinder Singh, Sunidhi Chauhan",Romantic
Kabhi Shaam Dhale,Lucky Ali,Dance
In Lamhon Ke Daaman Mein,Javed Ali,Romantic
Agar Main Kahoon,"Alka Yagnik, Udit Narayan",Romantic
Kaddu Katega,Antara Mitra,Dance
Ishaqzaade,"Javed Ali, Shreya Ghoshal",Dance
Race 2 (Mashup),Multiple,Dance
Allah Ke Bande,Kailash Kher,Sad
Aisa Jadoo,Sunidhi Chauhan,Dance
Saanson Ki Mala,Kavita Krishnamurthy,Dance
Mar Jayian,"Sunidhi Chauhan, Vishal Dadlani",
Prabhu Ji,Asees Kaur,Devotional
Baby Doll (Remix),"Kanika Kapoor, Meet Bros",Dance
Aa Tayar Hoja,Sunidhi Chauhan,Dance
Humko Pyaar Hua,"K.K., Tulsi Kumar",Romantic
Jugni Peeke Tight Hai,"Divya Kumar, Kanika Kapoor, Sukriti Kakkar",Dance
Mere Rang Mein Rangne Wali,"Asad Bhopali, S.P. Balasubrahmanyam",Romantic
Toh Phir Aao,Mustafa Zahid,Sad
Ajnabi Mujhko Itna Bata,"Asha Bhosle, Jatin-Lalit, Udit Narayan",Romantic
Dil Dhadakne Do,"Joi Barua, Shankar Mahadevan, Suraj Jagan",
Tu Mere Paas,Ankit Tiwari,Sad
Dhat Teri Ki,"Aditi Singh Sharma, Sanam Puri",Dance
Der Se Aana Jaldi Jaana,"Alka Yagnik, Manhar Udhas",Dance
Jazba,Shilpa Rao,Dance
Is This Love – Kahin Na Laage,"Mohit Chauhan, Shreya Ghoshal",Dance
Bol Radha Bol,Mukesh,Romantic
Tu Hi Khwahish,Sunidhi Chauhan,Dance
Chak De India,"Marianne D'Cruz, Salim Merchant, Sukhwinder Singh",Dance
Ruk Ja O Dil Deewane,Udit Narayan,Romantic
Nanga Punga Dost,Shreya Ghoshal,Dance
Tanhayee,Sonu Nigam,Sad
Beat It Bijuriya,"Asees Kaur, Renesa Baadchi",Dance
Tum Saath Ho Jab Apne,"Asha Bhosle, Kishore Kumar",Dance
Most Wanted Munda,"Earl Edgar, Meet Bros",Dance
Mehram,Arijit Singh,Dance
Naina,Rahat Fateh Ali Khan,Sad
Sab Kuchh Bhula Diya,"Sapna Awasthi, Sonu Nigam",Sad
Ungli Pe Nachalein,"Dev Negi, Shipra Goyal",Dance
Do Me A Favour Let’s Play Holi,"Anu Malik, Sunidhi Chauhan",Dance
Aise Na Mujhe Tum Dekho,Kishore Kumar,Romantic
Kahin Door Jab Din Dhal Jaye,Mukesh,Romantic
Gilehriyaan,Jonita Gandhi,
Tanha Tanha Yahan Pe Jeena,Asha Bhosle,Dance
Khwahishein,Shreya Ghoshal,Romantic
Zindagi Kaisi Hai Paheli,Manna Dey,Dance
Sachi Muchi,"Harshdeep Kaur, Mohit Chauhan",Dance
Saawli Saloni Teri,"Alka Yagnik, Kumar Sanu",Romantic
Soniye,"K.K., Sunidhi Chauhan",Romantic
Koi Yeh Kaise Bataye,Jagjit Singh,Sad
Dekho Nashe Mein,"K.K., Shaan, Sunidhi Chauhan",Dance
Mein Sharabi,Yo Yo Honey Singh,Dance
Ho Sarkay Leo Khattiya Jada Lage,"Kumar Sanu, Poornima",Romantic
Nadiya Chale Chale Re Dhara,Manna Dey,Dance
Khatam Kahani,"Jyoti Nooran, Sultana Nooran, Vishal Mishra",
Jiya Jale,"Lata Mangeshkar, M.G. Sreekumar",Dance
Manva Likes To Fly,Shalmali Kholgade,Dance
Aashayein,"KK, Salim Merchant",Motivational
Aur Kya,Abhijeet,DanceRomance
Aisa Kyoon Hota Hai,Alka Yagnik,Romantic
Aaja Shaam Hone Aayi,"Lata Mangeshkar, S.P. Balasubrahmanyam",Dance
Cocktail Mashup,Multiple,Dance
Teri Mehfil Mein Kismat Azmakar,"Lata Mangeshkar, Shamshad Begum.",Dance
Pandey Jee Seeti,"Mamta Sharma, Shreya Ghoshal, Wajid",Dance
Ye Jawaani Teri,"Jonita Gandhi, Nakash Aziz",Dance
Ghar Aaja Pardesi,,Dance
Kitaben Bahut Si,"Asha Bhosle, Vinod Rathod",Dance
Jahan Teri Yeh Nazar Hai,Kishore Kumar,Dance
Namak Paare,"Anupam Amod, Mamta Sharma",Dance
Nazdeekiyan,"Neeti Mohan, Nikhil Paul George",Romantic
Jhumritalaiyya,"Arijit Singh, Mohan Kanan",Dance
Pyar Dilon Ka Mela Hai,"Alka Yagnik, Sonu Nigam",DanceRomantic
Aap Ki Ankhon Mein Kuch,"Kishore Kumar, Lata Mangeshkar",Romantic
Haawa Haawa,Mohit Chauhan,Dance
Baatein Ye Kabhi Na (Female),Palak Muchhal,Romantic
Lakh Lakh,Neeraj Shridhar,Dance
Yari Hai Imaan Mera,Manna Dey,Dance
O Mere Sanam,"Lata Mangeshkar, Mukesh",Sad
Daag,Sukhwinder Singh,Sad
Koi Kahe Kehta Rahe,"K.K., Shaan, Shankar Mahadevan",Dance
Mere Khayalon Ki Malika,Abhijeet,Romance
Krazzy 4,Vishal Dadlani,Dance
Sun Zara,Adnan Sami,Romantic
Zinda Rehti Hain Mohabbatein,"Lata Mangeshkar, Udit Narayan",Sad
Titliyan,Sunidhi Chauhan,Dance
Jeete Hain Chal,Kavita Seth,Sad
Hum Tum,"Alka Yagnik, Babul Supriyo",Romantic
Yun Hi Chala Chal,"Hariharan, Kailash Kher, Udit Narayan",Dance
Dooriyan,Mohit Chauhan,Sad
Yeh Hum Aa Gaye Hain Kahaan,"Lata Mangeshkar, Udit Narayan",Romantic
Yaar Na Miley (Remix),"Jasmine Sandlas, Yo Yo Honey Singh",Dance
Yaar Naa Miley (Remix),"Jasmine Sandlas, Yo Yo Honey Singh",Dance
Joganiyan,Shruti Haasan,Romantic
Huzur Is Kadar,"Bhupinder Singh, Suresh Wadkar",Dance
Aye Zindagi Gale Lagaa Le,Suresh Wadkar,Romantic
Surmayee Ankhiyon Mein,"Ilaiyaraaja, K.J. Yesudas",Romantic
Meri Ada Bhi,"Rahat Fateh Ali Khan, Tulsi Kumar",DanceRomantic
Waada Raha Sanam,"Abhijeet, Alka Yagnik",DanceRomantic
Tumse Hi Tumse,"Caralisa Monteiro, Shekhar Ravjiani",Romantic
"Gori Ka Sajan, Sajan Ki Gori","Mohammad Aziz, S. Janaki",Dance
Falak Dekhun,Sonu Nigam,Dance
Shikdum,"Shaan, Shreya Ghoshal",DanceRomantic
Bezubaan,K.K.,Romantic
Mere Bina Tu (Duet Version),"Harshdeep Kaur, Pritam",Sad
Alisha,"Anushka Manchanda, Salim Merchant",Dance
Aaj Kal Yaad Kuch Aur Rehta Nahin,Mohammad Aziz,Romantic
Dil Kho Gaya,"Anuradha Paudwal, Udit Narayan",Romantic
Sun Soniye,"Antara Mitra, Mohammed Irfan",Romantic
Baadal,Sunidhi Chauhan,Sad
Ae Mere Humsafar,"Alka Yagnik, Vinod Rathod",Romantic
Idhar Chala Mein Udhar Chala,"Alka Yagnik, Udit Narayan",Dance
Kise Dhoondta Hai Pagal Sapare,Anuradha Paudwal,Dance
Mere Dushman Mere Bhai,Hariharan,Sad
Aye Meri Zohra Jabeen,Manna Dey,Dance
Aye Dil Laaya Hai Bahaar,"Hariharan, Kavita Krishnamurthy",Dance
Bad Baby,"Badshah, Gippy Grewal",Dance
Dil Kyun Yeh Mera,K.K.,Romantic
Tum Se Milke,"Asha Bhosle, Suresh Wadkar",Romantic
Dhup Chik,"Badshah, Raftaar",Dance
Aadha Ishq,"Natalie Di Luccio, Shreya Ghoshal",Romantic
Pink Lips (Remix),Khushboo Grewal,Dance
Paathshaala,"Blaaze, Mohammed Aslam, Naresh Iyer",Dance
Ala Barfi,Mohit Chauhan,Dance
Kudi Tu Butter,Yo Yo Honey Singh,Dance
Churiyan Kanak Gayee,"Ila Arun, Lata Mangeshkar, Moinuddin Manchala",Dance
Kapoor & Sons (Mashup),Multiple,Dance
Mujhse Dosti Karoge,"Alka Yagnik, Asha Bhosle, Udit Narayan",Romantic
Hum To Dil Se Haare,"Alka Yagnik, Udit Narayan",Sad
Soniye,K.K.,Romantic
Albela Sajan,"Kavita Krishnamurthy, Shankar Mahadevan, Ustad Sultan Khan",Dance
Ehsan Tera Hoga Mujh Par,Mohammed Rafi,Romantic
Rola Pe Gaya,"Earl D'Souza, Hard Kaur, Mahadevan, Mahalakshmi Iyer, Master Saleem, Shankar",Dance
Bande Mein Tha Dum… Vande Mataram,"Pranab Biswas, Shreya Ghoshal, Sonu Nigam",Dance
Jawani Janeman,Asha Bhosle,Dance
Yahi Hota Pyaar,"Himesh Reshammiya, Sunidhi Chauhan",Sad
Jawani Janeman,Asha Bhosle,Dance
Aa Aa E Ooh Ooh Ooh Mera Dil Na Todo,Abhijeet,Dance
Main To Raste Se Ja Raha Tha,"Alka Yagnik, Kumar Sanu",Romantic
Awaarapan Banjarapan,M. M. Keeravani,Dance
Yeh Raat Aur Yeh Doori,"Asha Bhosle, S.P. Balasubrahmanyam",Dance
Mere Dil Jigar Se Guzree Hai,"Alka Yagnik, Kumar Sanu",Dance
Yeh Dil Jo Hai Badmaash Hai,"Mohit Chauhan, Monali Thakur, Shreya Ghoshal",Dance
Saawali Si Raat,Arijit Singh,Romantic
Aaankhein Milayenge Darr Se,"K. Mohan, Neha Bhasin",Dance
Ishq Vishq,"Kamaal khan, Sunidhi Chauhan, Suzanne D'Mello",Romantic
Hoshwalon Ko Khabar Kya,Jagjit Singh,Sad
Ghoomar,"K.K., Sunidhi Chauhan",Dance
Dil Mere,Kumar Sanu,Dance
Mujhe Haq Hai,"Shreya Ghoshal, Udit Narayan",Romantic
Musafir,Tushar Joshi,Romantic
Chalak Chalak,"Shreya Ghoshal, Udit Narayan, Vinod Rathod",Dance
Subah Subah,"Shekhar Ravjiani, Vishal Dadlani, Zubeen Garg",Dance
Pyar Kar,"Lata Mangeshkar, Udit Narayan",Romantic
O Jaana Na Jaana,"Kumar Sanu, Lata Mangeshkar",Romantic
Mhare Hiwra Main Nache Mor,"Alka Yagnik, Anuradha Paudwal, Hariharan, Kavita Krishnamurthy, Kumar Sanu, Udit Narayan",Dance
Raitaa Phail Gayaa,Divya Kumar,Dance
Tere Bina,Rahat Fateh Ali Khan,Romantic
Sava Dollar (Lavni),Sunidhi Chauhan,Dance
Baba Meri Yeh Jawani,Falguni Pathak,Dance
Deewana Main Chala,Udit Narayan,Dance
Zindagi Ki Yahi Reet Hai,Kishore Kumar,Dance
Chak De,"Sadhana Sargam, Sonu Nigam",Dance
Sirf Tum,"Anuradha Paudwal, Hariharan",Dance
Chhaliya,"Piyush Mishra, Sunidhi Chauhan",
Dum Dum Diga Diga,Mukesh,Dance
Aankhon Ne Tumhari,"Alka Yagnik, Kumar Sanu",Romantic
Janam Janam,Atif Aslam,
Tanha Tanha,"Aditi Paul, Jubin Nautiyal",Romantic
Heer,"Mahalakshmi, Mika Singh",Romantic
Wat Wat Wat,"Arijit Singh, Shashwat Singh",Dance
Tanha Tanha Ghum Ke Dhunde Dil,"Aditi Paul, Jubin Nautiyal",Romantic
Pyar Ki Raahen,Shaan,Sad
Aap Ki Khatir,Himesh Reshammiya,Romantic
Saat Rang Mein Khel Rahi Hain,"Amit Kumar, Anuradha Paudwal",Dance
Jaadoo Jaadoo,"Adnan Sami, Alka Yagnik",Dance
Yaadon Mein,"Cuca Roseta, Jonita Gandhi, Mohammed Irfan",Sad
Dil Deewana Bin Sajna Ke,S.P. Balasubrahmanyam,Dance
Chori Chori Chupke Chupke,"Alka Yagnik, Babul Supriyo",Dance
Behene De,"Karthik, Mohammed Irfan",Dance
O Re Kanchi,"Alka Yagnik, Shaan",Dance
Rasiya,Shruti Pathak,Sensual
Meri Zindagi Ek Pyaas,"Jaspinder Narula, Shankar Mahadevan",Sad
Tum Jo Aaye,Rahat Fateh Ali Khan,Romantic
Laal Ishq,Arijit Singh,Sad
Tujhe Jeevan Ki Dor Se,"Lata Mangeshkar, Mohammed Rafi",Romantic
Aao Bachho Tumhe Dikhaye,Kavi Pradeep,Patriotic
Mujhse Mohabbat Ka,"Alka Yagnik, Kumar Sanu",Romantic
Mujhe Pyaar Hua,"Abhijeet, Alka Yagnik",Dance
Satarangi Re,"Kavita Krishnamurthy, Sonu Nigam",Dance
Mann Ki Lagan,Rahat Fateh Ali Khan,Sad
Dil Na Jaane Kyun,"Anushka Manchanda, Atif Aslam",Dance
Usne Bola Kem Che,"Bali Brahmbhatt, Sunidhi Chauhan",Dance
Sajna Ve Sajna,Sunidhi Chauhan,Dance
Mera Yaar,Javed Bashir,Romantic
Jiyein Kyun,Papon,Sad
Dil Ki Hai Tamanna,"Neha Bhasin, Shalini Singh, Vijay Prakash",Dance
Dum Duma Dum,"Anuradha Paudwal, Udit Narayan",Dance
Dil Chahta Hai,Shankar Mahadevan,Dance
Aai Pappi – Tu Hai Meri Soniye,Neeraj Shridhar,Dance
Where’s the Party Tonight,"Loy Mendonsa, Shaan, Shankar Mahadevan, Vasundhara Das",Dance
Prem Jaal Mein,"Anuradha Sriram, Sukhwinder Singh",DanceRomantic
Boi Boi,"Arun Bakshi, Vinod Rathod",Dance
Jeevan Se Bhari Teri Ankhen,Kishore Kumar,Romantic
Teri Pyari Pyari Soorat Ko,Mohammed Rafi,Romantic
Bas Ek Kinng,"Hard Kaur, Jaaved Jaffrey, Neeraj Shridhar",Dance
Jeena Yahan Marna Yahan,Mukesh,Sad
Banarasiya,"Anwesshaa, Meenal Jain, Shreya Ghoshal",Romantic
What’s Going On?,"Kunal Ganjawala, Sunidhi Chauhan",Dance
Aye Watan Aye Watan,"Jaspinder Narula, Sukhwinder Singh, Udit Narayan",Patriotic
Dulhan Hum Le Jayenge,"Alka Yagnik, Kumar Sanu, Sunita Rao",Romantic
Aa Bhi Ja Sanam,Atif Aslam,Sad
Salaam Namaste,"Kunal Ganjawala, Vasundhara Das",Dance
Mar Jaava,"Merchant, Shruti Pathak",Sensual
Koi Jaye To Le Aaye,"Alka Yagnik, Anu Malik, Shankar Mahadevan",Dance
Tumhi Dekho Naa,"Alka Yagnik, Sonu Nigam",Romantic
Sau Dard,"Sonu Nigam, Suzanne",Sad
Piya Milenge,Sukhwinder Singh,Sad
Chandan Sa Badan,Mukesh,Romantic
Kyun (Duet),"Shaan, Shreya Ghoshal",Sad
Alcoholic,Yo Yo Honey Singh,Dance
Jis Gali Mein Tera Ghar,Mukesh,Romantic
Kurbaan Hua,Vishal Dadlani,Dance
Nagada Nagada,"Javed Ali, Sonu Nigam",Dance
Main Tujhse Pyaar Nahin Karta,Papon,Sad
Ishq Tera,"Shreya Ghoshal, Sonu Nigam",Romantic
Oh Jaaniya,"Raj Pandit, Salim Merchant, Shreya Ghoshal",Romantic
Jab Kisiki Taraf Dil,Kumar Sanu,Romantic
Aye Meri Zindagi – Male Version,"Shreya Ghoshal, Udit Narayan",Sad
Jiya Lage Na,"Ravindra Upadhyay, Sona Mohapatra",Romantic
Paas Woh Aane Lage,"Alka Yagnik, Kumar Sanu",Romantic
Jaane Tere Shehar Ka,Vipin Aneja,
Pee Paa Pee Paa,Diljit Dosanjh,Dance
Ada,Sonu Nigam,Dance
Chupke Chupke Ghoor Na Mujhko,"Anu Malik, Udit Narayan, Vinod Rathod",
Pag Ghungaru Bandh,Kishore Kumar,Dance
Dekho Zara Kaise Balkhake Chali,Gurdas Maan,Dance
Aap Ki Kashish,Himesh Reshammiya,Romantic
Happy Budday,"Shankar Mahadevan, Sukhwinder Singh",Dance
Hudd Hudd Dabangg,"Sukhwinder Singh, Wajid",Dance
Bhool Bhulaiyaa,Neeraj Shridhar,Dance
Tere Mast Mast Do Nain,"Rahat Fateh Ali Khan, Shreya Ghoshal",Romantic
Jai Ho Tiltle Song,"Armaan Malik, Wajid",Dance
High Heels Te Nachche (Remix),"Aditi Singh Sharma, Jaz Dhami, Meet Bros",Dance
Zinda,Sunidhi Chauhan,
Shukran Allah,"Salim Merchant, Shreya Ghoshal, Sonu Nigam",Romantic
Tere Naina,"Shankar Mahadevan, Shreya Ghoshal",Romantic
Mere Mehboob Qayamat Hogi,Kishore Kumar,Sad
Saad Shukrana,Ankit Tiwari,Romantic
Honeymoon Ki Raat,Sunidhi Chauhan,Dance
Sadda Dil Vi Tu,Hard Kaur,Dance
Yeh Jo Halki Halki Khumariya,Rahat Fateh Ali Khan,Romantic
Aye Khuda,"Kshitij Tarey, Mithoon, Saim Bhat",Sad
Main Hoon Na,Abhijeet,Sad
Hum To Tere Aashiq Hain,"Lata Mangeshkar, Mukesh",Romantic
Jugnu Ki Payal,"Shaswati, Zubeen Garg",Dance
Woh Ladki Bahut Yaad Aati,"Alka Yagnik, Kumar Sanu",
Jai Mata Di,"Alamgir Khan, Javed Ali",Devotional
Mera Piya Ghar Aaya,Kavita Krishnamurthy,Dance
Khushiyon Ka Din Aaya Hai,Anuradha Paudwal,Dance
Sooraj Ki Baahon Mein,"Clinton Cerejo, D Cerejo, Loy Mendonsa",Dance
Kuch Toh Hua Hai,Ankit Tiwari,Romantic
Rabba Main Toh Mar Gaya Oye,Shahid Mallya,Romantic
Theher Ja (Remix),Armaan Malik,Romantic
Jiya Maine Jiya,"Alka Yagnik, Udit Narayan",Romantic
Kuch To Hua Hai,"Alka Yagnik, Shaan",Dance
Angelina,Sonu Nigam,Romantic
Dhoom Again,"Dominique Crezo, Vishal Dadlani",Dance
Dhinka Chika (Remix),"Amrita Kak, Mika Singh",Dance
Tu Milade,Ankit Tiwari,Dance
Thoda Thoda Pyar,Sunidhi Chauhan,Dance
O Mere Raja,"Asha Bhosle, Kishore Kumar",Dance
Gela Gela Gela,"Adnan Sami, Sunidhi Chauhan",Dance
Ik Tu Hi Tu Hi,Hans Raj Hans,Devotional
Sultan (Mashup),Multiple,Dance
Kitni Hasrat Hain Humein,"Kumar Sanu, Sadhana Sargam",Romantic
Aa Jaana Aa Jaana,"Alka Yagnik, Kumar Sanu",Romantic
Har Dil Jo Pyar Karega,"Lata Mangeshkar, Mahendra Kapoor, Mukesh",Dance
Har Dil Jo Pyar Karega,"Lata Mangeshkar, Mahendra Kapoor, Mukesh",Dance
Morey Piya,Udit Narayan,Romantic
Kate Nahin Kat Te,"Alisha Chinai, Kishore Kumar",Romantic
Tu,Kumar Sanu,
Mujhse Huee Bas Yeh,Alka Yagnik,Sad
Nakhriley,"Ali Zafar, Gulzar, Mahalakshmi Iyer, Shankar Mahadevan",Dance
Tandoori Nights,"Himesh Reshammiya, Sunidhi Chauhan",Dance
Kya Raaz Hai,"Shreya Ghoshal, Zubeen Garg",Dance
Tum Toh Dhokabaaz Ho,"Alka Yagnik, Kumar Sanu",
Lucky Boy,"Hard Kaur, Raja Hassan, Sunidhi Chauhan",Dance
Aye Manya,"Adnan Sami, Shaan",Dance
Ladki Hai Ya Shola,"Kishore Kumar, Lata Mangeshkar",Dance
Yeh Mera Dil Yaar Ka Diwana,Asha Bhosle,Dance
Babuji Zara Dheere Chalo,Sonu Kakkar,Dance
Aankhon Aankhon (Remix),Yo Yo Honey Singh,Dance
Ek Duje Ke Vaaste,"Hariharan, Lata Mangeshkar",Romantic
Hey Ya I See You Walking,"Loy Mendonsa, Shankar Mahadevan",Dance
More Haji Piya,Amjad Farid Sabri,Devotional
Tere Mere Beech Mein,"Mohit Chauhan, Sunidhi Chauhan",Romantic
Ye Ladki Nahin Banaras Ka Paan,"Bela Sulakhe, Sonu Nigam",Dance
Kai Baar Yun Bhi Dekha Hai,Mukesh,Romantic
Pakeezah,Gulraj Singh,
Dam Bhar Jo Udhar Munh Phere,"Lata Mangeshkar, Mukesh",Dance
Bade Armanon Se,"Lata Mangeshkar, Mukesh",Dance
Challa Chaap Chunariya,Rekha Bhardwaj,
Chal Akela Chal Akela,Mukesh,Dance
De De Pyaar De,Kishore Kumar,Dance
Behti Hawa Sa Tha Woh,"Shaan, Shantanu Moitra",Sad
Dil Ye Dancer Ho Gaya,Atif Aslam,
Mor Bani Thanghat Kare,"Aditi Paul, Osman Mir",Dance
Gore Gore Se,Alka Yagnik,Dance
Sanam Teri Kasam (Reprise),"Mohammed Irfan, Palak Muchhal",Sad
School Ke Din,Sonu Nigam,Dance
Yeh Mera Prem Patra,Mohammed Rafi,Romantic
Jiska Koi Nahin,Manna Dey,Motivational
Chalo Ek Bar Phir Se,Mahendra Kapoor,Sad
Kab Ke Bichhde Hue,"Asha Bhosle, Kishore Kumar",Romantic
Aaj Ibaadat,"Altamash Faridi, Javed Bashir, Shadab Faridi, Shashi Suman, Shreyas Puranik",Devotional
Peepal Ke Patwa,"Jaspinder Narula, Sonu Nigam",Dance
Pukarta Chala Hoon Main,Mohammed Rafi,
Meri Bindiya Teri Nindiya,Lata Mangeshkar,Romantic
Ranga Re,Shreya Ghoshal,Dance
Kaun Kisi Ko Baandh Saka,Mohammed Rafi,Dance
Dekhiye Aji Jaaneman,"Alka Yagnik, Udit Narayan",Romantic
Jis Desh Mein Ganga Rehta Hai,Abhijeet,Dance
Kambal Ke Neeche,"Aaman Trikha, Aishwarya Majmudar, Neeti Mohan, Sanchita Bhattachayra",Dance
Maine Tere Liye,Mukesh,Dance
Teri Zulfon Se Judai To,Mohammed Rafi,Romantic
Salamat Rahe Dostana Hamara,"Kishore Kumar, Mohammed Rafi",
Humne Ghar Choda Hai,"Sadhana Sargam, Udit Narayan",Romantic
Teri Bindiya Re,"Lata Mangeshkar, Mohammed Rafi",Romantic
Barbaad Raat,"Sanam Puri, Shalmali Kholgade",Dance
Ghoonghat Ki Aadh Se,"Alka Yagnik, Kumar Sanu",Romantic
Chaska,Krishna Beura,Dance
Megha Re Megha Re,"Ila Arun, Lata Mangeshkar",Dance
Move Your Body Now,"Akriti Kakar, Hard Kaur, Shaan, Suhail",Dance
Humen Kash Tumse Mohabbat,Lata Mangeshkar,Sad
Manmarziyan,"Amit Trivedi, Shilpa Rao",Romantic
Bismillah,Anupam Amod,Dance
Mohabbat Ke,"Himesh Reshammiya, Tulsi Kumar",Dance
Fatal Attraction,"Natalie Di Luccio, Salim Merchant",Dance
Khol De Baahein,Monali Thakur,Romantic
Pehla Pehla Pyar,S.P. Balasubrahmanyam,Romantic
Bhaage Re Mann,Sunidhi Chauhan,Dance
Yeh Tera Ghar Yeh Mera Ghar,Jagjit Singh,
Hai Re Hai Re,"Hema Sardesai, KK",Dance
Hum Laye Hain Toofan Se Kashti Nikal Ke,Mohammed Rafi,Patriotic
Meri Aawargi,Himesh Reshammiya,Dance
Ghum Shuda,Sonu Nigam,Dance
Ghar,"Mohit Chauhan, Nikhita Gandhi",Sad
Tera Rastaa Chodun Na,"Amitabh Bhattacharya, Anusha Mani",Romantic
Neela Aasman So Gaya,Amitabh Bachchan,Romantic
Mera Yaar Mila De,A.R. Rahman,Sad
Sakhiya,Tulsi Kumar,Dance
Dil Tadap Tadap Ke Kah Raha,"Lata Mangeshkar, Mukesh",Romantic
Kaise Piya Se,Lata Mangeshkar,Romantic
Aaj Din Chadheya,Rahat Fateh Ali Khan,Romantic
Jai Ho,Wajid,Dance
Kiss Me Baby – Title Song,Adnan Sami,Dance
Kehkasha Tu Meri,Shekhar Ravjiani,Motivational
Raat Ke Dhai Baje,"Earl, Kunal Ganjawala, Rekha Bhardwaj, Suresh Wadkar",Dance
Rama Re,"Shaan, Zubeen Garg",
Hairat,Lucky Ali,Dance
Hairat,Lucky Ali,Dance
Dukki Tikki,Mika Singh,Dance
Ajib Dastan Hai Yeh,Lata Mangeshkar,Dance
Shikayatein,Amit Trivedi,Sad
Genda Phool,"Rajat Dholakia, Shraddha Pandit, Sujata Majumdar, V.N. Mahathi",Dance
Laagi Laagi,"Himesh Reshammiya, Sunidhi Chauhan",Romantic
Rafu,Ronkini Gupta,Dance
Saturday Saturday (Remix),"Akriti Kakar, Badshah, Indeep Bakshi, Toshi Sabri",Dance
Saajna (Unplugged),Falak Shabir,Romantic
Jannatein Kahan,K.K.,Dance
Meri Zindagi Mein Ajnabee,"Kumar Sanu, Sunidhi Chauhan",Romantic
Mere Watan Mein Maine,"Alka Yagnik, Suresh Wadkar",Dance
Namak,"Rakesh Pandit, Rekha Bhardwaj",Dance
Tinka Tinka,Alisha Chinai,Romantic
Main Chali,"Naresh Iyer, Shreya Ghoshal",Dance
Suhana Safar Aur Yeh Mausam,Mukesh,Dance
Pal Pal… Har Pal,"Shreya Ghoshal, Sonu Nigam",Romantic
Khoya Khoya Chand Khula Aasman,Mohammed Rafi,Romantic
Ajab Leher Hai Meri,"Neeraj Shridhar, Rhys D'souza, Vishal Dadlani",Dance
Aaja Aaja …Yaad Sataye,"Kavita Krishnamurthy, Udit Narayan",Romantic
Jalebi Bai,Sunidhi Chauhan,Dance
Desi Look (Remix),Kanika Kapoor,Dance
Meri Shaadi Karvado,"Sapna Awasthi Singh, Udit Narayan",Dance
Nazrein Milaana Nazrein Churaana,"Anupama Deshpande, Benny Dayal, Darshana, Naresh Iyer, Satish Chakravarthy, Swetha Bhargavee, Tanvi",Dance
Kabhi Main Kahon Kabhi Tu Kahe,"Hariharan, Lata Mangeshkar",Romantic
Mangalayam,"K.K., Kunal, Shaan, Sreenivas",Dance
Naina Mile,"A.R. Rahman, Suzanne D'Mello",Dance
Phir Wahi,Arijit Singh,Sad
Kahin Deep Jale Kahin Dil,Lata Mangeshkar,Sad
I Feel Good,"Shilpa Rao, Vishal Dadlani",DanceRomantic
Mere Bhaiyaa Mere Chanda,Asha Bhosle,
Taiyabali Pyar Ka Dushman,Javed Ali,Dance
Kahe Paise Pe,Kishore Kumar,Dance
Muskaanein Jhooti Hai,Suman Sridhar,Romantic
Main Naa Bhoolunga I,"Lata Mangeshkar, Mukesh",Romantic
Allah Hafiz,K.K.,Dance
20-20,"Anu Malik, Mamta Sharma, Shadaab",Dance
Des Mere Des,"A.R. Rahman, Sukhwinder Singh",Patriotic
Besharmi Ki Height (Remix),"Benny Dayal, Shalmali Kholgade",Dance
Moh Moh Ke Dhaage (Female),Monali Thakur,Romance
Kharaa Kharaa,Sonu Kakkar,Romance
De Di Azadi Hamen Bina,Asha Bhosle,Patriotic
Tum Ladki Ho,"Lata Mangeshkar, S.P. Balasubrahmanyam, Shailendra Singh, Usha Mangeshkar",
Katiya Karun,Harshdeep Kaur,Dance
Lakhon Hain Nigahon Mein,Mohammed Rafi,Dance
Arziyan,"Javed Ali, Kailash Kher",
Jaadu Tone Waaliyan,Shabab Sabri,Dance
Junooniyat,"Falak Shabir, Meet Bros",Romantic
Tamma Tamma Loge,"Anuradha Paudwal, Bappi Lahiri",Dance
Chhote Chhote Peg (Remix),"Navraj Hans, Neha Kakkar, Yo Yo Honey Singh",Dance
Mehfil Mein Bar Bar,"Alka Yagnik, Kumar Sanu",Dance
O Soniye Dil Jaaniye,"Alka Yagnik, Kumar Sanu, Sonu Nigam",Romantic
Dil Mera Churaya Kyun,Kumar Sanu,Sad
Ooee Baba,"Abhijeet, Alka Yagnik, Sapna Mukherjee",Dance
Mera Dil Bhi Kitna Pagal Hai,"Alka Yagnik, Kumar Sanu, S.P. Balasubrahmanyam",Romantic
Fitoori,"Aishwarya Bhandari, Ganesh Chandanshive, Vaishali Bhaisne",Dance
Small Town Girl,"Himani Kapoor, Shekhar Ravjiani, Sukhwinder Singh",Dance
Do Pal,"Lata Mangeshkar, Sonu Nigam",RomanticSad
Har Ek Friend Kamina Hota Hai,Sonu Nigam,Dance
